"account","activ","addit","advertis","allow","also","american","amount","anoth","applic","archiv","around","art","ask","associ","avail","background","basi","becom","best","bit","blog","book","call","capit","car","center","chang","check","child","claim","click","come","compani","complet","comput","contact","content","copi","copyright","corpor","current","cyclon","data","date","deduct","design","develop","differ","econom","educ","electron","email","employ","employe","end","engin","entertain","even","event","expens","famili","faq","featur","februari","feder","feel","find","first","folio","follow","fontsiz","food","free","friend","full","fund","gain","game","general","gift","give","good","got","govern","great","group","guardian","guid","head","health","help","hour","hous","howev","hurrican","import","includ","individu","interest","intern","internet","invest","issu","item","job","keep","know","last","latest","law","left","life","limit","line","lineheightem","link","list","littl","live","local","long","look","loss","lot","love","made","main","man","mani","map","march","marginem","market","mean","meet","member","money","month","move","much","music","must","name","nation","nbspnbspnbsp","nbspnbspnbspnbsp","need","never","next","night","number","offer","offic","old","onlin","open","order","origin","padding","paddingpx","part","pay","payment","peopl","person","phone","photo","pick","place","plan","play","pleas","point","polici","polit","pound","price","privaci","problem","product","program","properti","provid","put","question","rate","read","real","realli","receiv","record","repeat","requir","research","resourc","review","right","room","said","sale","say","schedul","school","scienc","section","secur","see","set","share","shop","show","sidebar","sinc","small","social","societi","softwar","solid","someth","special","sport","start","state","still","stock","stori","subject","support","system","take","talk","technolog","tell","term","test","thing","think","thought","tip","today","top","topic","travel","tri","tropic","two","unit","univers","updat","view","visit","want","way","weather","web","websit","week","well","word","write","classes"
0,0,0,2,0,0,1,0,0,0,3,0,4,0,0,0,0,0,0,2,0,0,2,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,1,0,0,15,9,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,8,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,3,0,0,0,0,0,0,3,1,0,4,0,0,0,0,0,0,1,0,1,0,0,0,1,0,3,0,0,0,2,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,2,1,0,0,8,2,0,0,0,0,0,0,0,1,0,4,0,0,1,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,1,0,0,0,2,2,2,2,0,1,1,1
0,1,1,1,0,0,1,0,0,0,3,0,2,0,0,1,0,0,0,0,0,0,5,0,0,6,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2,0,0,2,0,1,0,1,1,1,0,3,1,0,0,0,0,2,3,0,0,0,3,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,2,0,3,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,1,0,0,1,1,3,0,0,1,0,0,1,2,0,1,0,2,0,1,4,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,2,7,1,0,1,1,2,0,2,1,0,0,0,0,0,2,0,1,2,6,0,0,1,0,0,0,0,3,0,1,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,1,0,1,0,0,1,1,1,0,1,0,1,2,0,0,0,0,0,1,0,5,1,1,2,0,0,0,2,1,1,0,2,0,0,4,0,2,0,1
1,0,0,2,0,0,1,0,0,0,3,1,2,1,1,0,0,0,0,2,0,0,0,1,0,2,0,3,2,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,3,0,0,0,0,0,1,0,3,0,0,0,0,3,1,1,0,1,0,1,0,2,0,2,2,0,0,0,1,1,0,3,2,0,2,0,1,2,4,1,0,0,0,0,1,0,1,1,1,1,0,0,0,2,0,1,0,1,0,0,0,1,1,1,0,1,1,0,1,0,1,0,2,1,0,1,1,0,1,1,0,0,0,1,1,2,1,0,0,1,0,0,1,0,0,0,1,0,0,0,3,0,0,1,0,0,0,1,0,1,0,1,1,2,0,0,0,1,1,0,3,0,2,0,1,2,0,0,0,0,1,2,0,0,1,4,1,1,0,0,1,2,1,0,0,1,1,0,0,2,0,0,5,2,0,1,1,6,0,2,0,0,1,0,2,0,0,1,0,1,0,0,0,0,0,0,2,3,1,5,0,0,3,0,0,0,2,2,2,1,0,0,0,1,0,0,7,3,0,1,0,0,2,0,1,1,0,0,0,0,3,1,0,3,1,0,0,1
1,0,0,3,0,0,2,0,1,0,3,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,2,0,0,0,0,0,1,0,1,0,2,0,0,1,0,1,1,0,0,1,1,1,0,0,1,2,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,3,3,0,1,3,3,0,0,0,0,0,0,0,1,1,3,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,5,2,0,2,0,1,0,1,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,0,1,0,1,1,0,2,0,0,0,1,2,1,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,1,2,0,0,0,1,1,1,3,0,1,2,0,0,1,0,0,0,0,0,2,5,0,1,0,1,3,0,1,0,1,0,4,1,1,1,0,0,0,1,4,3,0,5,1,0,1,3,0,2,0,0,0,1,2,0,0,2,0,0,0,1
0,0,0,2,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1,0,1,3,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,2,0,0,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,5,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,2,1,1,0,0,1,0,0,3,2,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
1,0,0,2,0,0,1,0,0,0,0,2,2,0,0,0,0,0,2,1,0,0,2,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,1,0,3,0,0,1,0,0,0,0,0,1,0,1,0,2,0,1,1,0,0,0,1,1,1,7,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,2,0,0,4,1,0,0,0,2,0,0,1,4,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,5,1,0,0,0,0,0,1,0,0,2,0,0,0,1,1,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,2,1,1,1,0,2,1,2,1,0,0,0,0,0,0,0,0,0,6,0,1,0,2,1,0,1,0,1,0,2,0,1,2,0,0,0,0,2,1,0,1,1,0,3,3,0,0,0,0,0,1,1,1,0,1,1,0,0,1
0,0,0,0,0,0,0,0,1,0,2,0,3,0,0,0,0,0,0,2,0,0,4,1,1,1,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,3,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12,4,0,1,2,0,1,0,0,0,0,0,0,1,2,0,1,0,4,0,0,2,11,0,0,1,1,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,1,0,3,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,3,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,6,2,0,1,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,2,0,0,6,0,0,0,0,0,0,0,0,0,0,2,3,2,2,0,0,0,1
2,0,1,3,0,0,1,0,1,0,3,1,1,0,1,1,0,0,0,1,0,0,1,2,0,2,1,1,0,0,0,0,1,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,3,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,2,0,0,0,0,2,1,0,1,4,0,0,0,2,0,0,0,1,2,2,1,0,0,2,0,0,0,0,1,0,0,1,4,0,0,1,3,0,0,0,0,0,0,0,1,0,0,3,0,0,1,0,1,0,2,2,0,1,0,0,1,0,0,5,1,0,1,0,1,0,1,0,0,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,1,2,2,1,0,1,2,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,2,0,0,4,0,0,0,0,1,1,0,4,0,1,1,0,0,2,0,0,1,0,0,2,5,1,2,0,2,2,0,0,1,1,0,3,0,1,0,2,0,0,1,6,7,0,6,2,0,1,2,0,3,0,0,2,0,2,0,0,1,0,0,0,1
0,0,1,1,0,1,1,0,0,0,2,1,2,0,0,2,0,0,0,0,0,0,6,0,0,6,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,2,0,1,0,1,1,0,0,1,0,2,3,0,0,0,3,1,0,2,2,0,0,0,1,2,1,0,1,0,1,0,3,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,1,0,0,0,0,0,0,4,2,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,2,4,0,5,0,1,2,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,1,2,0,0,1,0,1,1,0,0,1,1,0,2,4,0,1,1,2,0,0,0,0,1,1,0,0,4,0,0,1,1,1,0,4,0,1,1,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,1,2,1,0,1,1,0,0,0,0,1,1,0,5,0,0,0,0,0,0,0,1,1,2,2,0,0,1,2,1,2,1
0,0,0,2,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,1,0,0,3,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,2,3,0,2,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,1,0,1,16,10,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,2,0,0,1,2,0,0,3,2,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,3,0,0,0,0,0,1,4,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,2,6,0,0,1,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,1,0,1,1,0,0,0,2,0,1,0,0,1,0,1,0,2,0,0,0,0,0,2,0,0,0,7,2,0,0,1,0,1,0,1,0,0,5,0,1,1,1,0,0,0,0,3,4,1,5,0,0,3,0,3,0,0,0,1,0,2,2,0,4,0,1,1,1
0,0,0,2,0,2,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,1,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,4,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,2,2,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,2,0,0,3,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
0,0,1,1,0,1,3,0,0,0,2,0,2,0,0,2,0,0,0,0,0,0,4,1,0,6,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,2,0,2,0,1,1,0,0,0,0,2,1,0,0,0,4,1,0,1,1,0,0,0,1,4,1,0,0,1,0,0,3,0,5,1,0,1,0,0,0,0,0,0,0,0,0,1,0,3,0,2,0,0,1,0,1,2,0,0,0,0,0,2,2,0,0,1,0,1,0,0,0,0,2,0,0,1,2,0,0,0,0,0,0,4,4,0,6,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,3,0,0,0,1,2,0,1,1,1,2,0,0,0,1,0,0,2,4,0,1,1,2,0,0,0,2,1,1,0,0,5,0,1,1,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,3,3,1,0,1,1,0,0,0,0,0,1,0,4,0,0,1,0,0,0,0,1,0,0,2,0,0,2,0,1,1,1
1,1,1,1,0,1,3,0,1,0,2,0,3,0,0,2,1,0,0,0,0,0,4,0,0,5,0,1,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,1,2,0,0,1,0,0,0,1,0,2,0,1,1,0,0,0,1,1,2,0,0,0,3,1,0,0,1,0,0,1,1,2,0,0,0,0,0,0,3,1,3,1,0,1,0,0,0,0,0,1,0,0,0,0,0,2,1,1,1,0,2,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,1,0,0,1,2,0,0,1,0,0,0,2,0,0,1,3,4,0,5,0,1,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,0,0,2,2,0,0,1,0,0,0,0,0,2,0,1,2,4,0,0,1,2,1,0,0,0,1,1,0,1,2,0,1,1,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,0,1,1,0,0,0,1,0,2,0,1,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,2,0,2,0,0,2,0,1,0,1
0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,5,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,4,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,3,1,0,1,1,0,0,0,0,3,1,0,3,2,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1
0,0,1,1,0,0,3,0,0,0,3,0,3,0,0,1,0,0,0,0,0,0,4,1,0,5,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,1,0,1,0,2,1,0,0,0,0,3,1,0,0,0,3,0,0,0,2,0,0,0,1,1,1,1,0,0,0,0,2,0,3,2,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,1,0,0,0,0,4,0,2,1,0,2,1,0,0,0,0,0,1,1,0,1,4,0,4,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,2,0,3,0,1,2,1,0,1,3,1,0,0,1,0,0,0,0,0,0,1,0,2,4,0,0,1,0,0,0,0,0,1,1,0,0,4,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,1,1,0,0,0,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,2,1,0,1,1,1,4,0,0,4,0,1,0,1
0,0,0,1,0,0,0,0,0,0,3,0,3,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,3,0,0,11,9,1,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,8,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,5,1,0,0,0,0,0,0,3,0,0,0,1,0,0,3,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,1,0,0,0,0,0,0,2,0,2,0,0,1,0,0,2,0,0,0,8,2,1,0,0,0,0,0,0,0,1,4,0,0,1,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,1,2,1,1,2,0,0,2,1
0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,4,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,3,0,1,0,1,0,0,0,0,0,0,0,1
0,0,0,3,0,0,1,0,0,0,3,0,2,0,0,2,0,0,0,1,0,0,2,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,2,0,0,0,0,0,1,0,2,0,1,1,0,0,0,0,1,0,0,0,0,2,0,0,1,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,3,0,0,3,4,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,5,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1,2,0,1,0,0,0,0,0,2,0,1,0,1,4,0,1,3,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,2,0,0,0,0,0,0,0,1,1,0,2,2,1,0,0,0,1,1,0,2,0,1,1,0,0,2,0,0,0,0,0,2,5,0,2,0,1,3,0,0,0,2,0,3,1,1,0,0,0,0,1,4,3,0,6,0,0,4,2,0,2,1,0,0,0,2,1,0,1,0,0,0,1
0,0,1,1,0,1,1,0,3,0,2,0,4,0,0,1,0,0,1,0,0,0,5,0,0,6,2,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,1,2,0,0,1,0,0,0,1,0,1,1,2,1,0,0,0,0,2,0,0,1,0,4,0,0,0,2,0,2,0,1,3,0,0,0,0,0,0,2,0,3,1,2,0,0,0,0,0,0,1,0,0,0,1,0,2,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,2,1,0,4,0,1,0,0,2,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,2,4,0,0,1,0,0,0,0,1,1,1,0,1,3,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,1,0,1,0,4,0,0,0,3,0,1,0,1,0,0,0,0,0,0,0,0,4,1,0,1,0,0,0,0,1,2,0,2,0,0,3,0,1,0,1
1,1,0,2,0,0,2,0,0,0,3,1,2,2,0,0,0,0,0,1,0,0,1,2,0,1,0,1,2,0,1,1,1,2,1,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,2,0,0,1,0,3,1,0,0,1,0,2,0,0,0,2,1,0,0,0,0,2,0,1,1,0,6,0,2,0,1,0,0,0,1,0,1,2,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,2,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,3,0,0,2,0,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,3,0,1,1,1,1,1,1,0,0,1,3,0,0,1,2,1,1,0,0,1,2,1,0,0,0,0,0,0,2,1,0,6,0,0,1,0,2,0,2,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,3,3,0,3,2,0,3,0,1,0,3,0,2,0,0,0,0,2,0,0,3,2,1,3,0,0,0,0,0,1,0,1,0,0,2,1,0,3,0,0,0,1
0,0,0,2,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,4,0,0,0,0,0,0,1
0,0,0,1,0,0,1,0,0,0,1,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,2,1,2,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,2,1,0,1,1,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,1
0,0,0,1,0,0,1,0,0,0,1,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,2,1,2,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,2,1,0,1,1,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,1
0,0,0,3,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,2,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,2,0,0,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,5,0,3,1,0,2,0,0,0,2,0,0,3,0,1,1,0,4,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,2,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,1,1,0,4,0,0,0,0,0,0,1,3,0,0,0,0,2,0,0,0,2,0,0,0,2,0,2,1,0,0,2,0,2,0,0,0,0,0,0,0,0,0,3,0,0,1,0,2,0,0,2,0,5,2,0,2,0,1,0,3,0,0,0,0,0,0,0,2,1,0,0,2,0,0,1,0,3,2,3,1,0,0,0,0,0,0,3,3,0,5,0,0,2,0,0,2,1,0,0,2,2,1,0,4,1,1,0,1
0,0,0,3,0,0,2,0,1,0,3,0,1,0,0,2,0,0,0,1,0,0,1,0,0,1,2,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,2,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,3,0,0,1,2,0,0,0,1,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,1,3,1,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,8,0,1,3,2,1,0,1,0,0,1,1,0,1,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,3,0,0,2,2,1,1,0,0,1,0,0,2,1,2,1,0,0,1,0,0,1,0,0,3,5,1,3,0,2,4,0,0,0,0,0,3,1,1,0,0,0,0,1,7,3,0,6,0,0,1,1,0,3,1,0,0,2,2,0,0,2,0,0,0,1
